340.000000 219.000000 -75.000000 11.000000 
103.000000 796.000000 -59.000000 59.000000 
246.000000 457.000000 -32.000000 -6.000000 
624.000000 552.000000 -141.000000 117.000000 
693.000000 233.000000 -29.000000 65.000000 
872.000000 810.000000 -144.000000 -44.000000 
874.000000 301.000000 119.000000 -107.000000 
817.000000 385.000000 57.000000 -84.000000 
396.000000 293.000000 -56.000000 -74.000000 
265.000000 230.000000 38.000000 -50.000000 
267.000000 106.000000 -212.000000 -2.000000 
793.000000 668.000000 32.000000 -128.000000 
358.000000 418.000000 101.000000 -27.000000 
49.000000 189.000000 163.000000 106.000000 
859.000000 455.000000 -19.000000 -26.000000 
295.000000 829.000000 58.000000 -34.000000 
483.000000 669.000000 -64.000000 -161.000000 
944.000000 485.000000 -85.000000 -30.000000 
44.000000 855.000000 154.000000 16.000000 
123.000000 506.000000 108.000000 7.000000 
160.000000 617.000000 -57.000000 179.000000 
993.000000 194.000000 -28.000000 -68.000000 
825.000000 540.000000 -3.000000 -21.000000 
692.000000 408.000000 -33.000000 68.000000 
419.000000 508.000000 -61.000000 -90.000000 
172.000000 447.000000 -51.000000 41.000000 
718.000000 906.000000 154.000000 -96.000000 
55.000000 104.000000 -35.000000 49.000000 
664.000000 298.000000 28.000000 110.000000 
902.000000 104.000000 -278.000000 -50.000000 
459.000000 391.000000 -63.000000 -98.000000 
590.000000 848.000000 128.000000 58.000000 
822.000000 519.000000 122.000000 -34.000000 
788.000000 698.000000 5.000000 -30.000000 
940.000000 109.000000 -38.000000 -5.000000 
728.000000 766.000000 60.000000 -68.000000 
303.000000 180.000000 -36.000000 -74.000000 
840.000000 429.000000 -23.000000 -44.000000 
212.000000 295.000000 34.000000 162.000000 
659.000000 476.000000 -35.000000 76.000000 
214.000000 451.000000 -42.000000 -4.000000 
202.000000 584.000000 -42.000000 33.000000 
198.000000 871.000000 97.000000 -42.000000 
231.000000 513.000000 -29.000000 71.000000 
965.000000 126.000000 -25.000000 -17.000000 
580.000000 842.000000 10.000000 6.000000 
353.000000 795.000000 227.000000 47.000000 
20.000000 153.000000 29.000000 36.000000 
121.000000 488.000000 2.000000 18.000000 
624.000000 54.000000 69.000000 179.000000 
